contrast	name	fdr_threshold	dge_database	dge_db_table	dge_plot_database	dge_plot_db_table	dge_plot_rows	dge_full_rows
Healthy_Cecum_vs_UC_Cecum	Healthy Cecum vs UC Cecum	0.1	host/db/dge/Healthy_Cecum_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Cecum_vs_UC_Cecum.sqlite.gz	host_dge_plot	3877	68391
Healthy_Cecum_vs_UC_Ileum_No	Healthy Cecum vs UC Ileum No	1.34868901902029e-14	host/db/dge/Healthy_Cecum_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Cecum_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
Healthy_Cecum_vs_UC_Transverse	Healthy Cecum vs UC Transverse	0.1	host/db/dge/Healthy_Cecum_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Cecum_vs_UC_Transverse.sqlite.gz	host_dge_plot	3955	68391
Healthy_Colon_vs_CD_Ileum_No	Healthy Colon vs CD Ileum No	7.54283456636741e-19	host/db/dge/Healthy_Colon_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Colon_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4995	68391
Healthy_Colon_vs_Healthy_Ileum_No	Healthy Colon vs Healthy Ileum No	6.65784222091023e-10	host/db/dge/Healthy_Colon_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Colon_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
Healthy_Colon_vs_Healthy_Sigmoid	Healthy Colon vs Healthy Sigmoid	0.0493901733990703	host/db/dge/Healthy_Colon_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Colon_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	4999	68391
Healthy_Colon_vs_UC_Ileum_No	Healthy Colon vs UC Ileum No	1.66215733089777e-12	host/db/dge/Healthy_Colon_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Colon_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4997	68391
Healthy_Ileum_No_vs_UC_Ileum_No	Healthy Ileum No vs UC Ileum No	0.1	host/db/dge/Healthy_Ileum_No_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_No_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4033	68391
Healthy_Ileum_vs_CD_Cecum	Healthy Ileum vs CD Cecum	7.04840642636462e-08	host/db/dge/Healthy_Ileum_vs_CD_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_CD_Cecum.sqlite.gz	host_dge_plot	4998	68391
Healthy_Ileum_vs_CD_Colon	Healthy Ileum vs CD Colon	6.01650226877046e-13	host/db/dge/Healthy_Ileum_vs_CD_Colon.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_CD_Colon.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_CD_Ileum_No	Healthy Ileum vs CD Ileum No	5.12629525957994e-27	host/db/dge/Healthy_Ileum_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4996	68391
Healthy_Ileum_vs_CD_Transverse	Healthy Ileum vs CD Transverse	1.16772959198099e-05	host/db/dge/Healthy_Ileum_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_CD_Transverse.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_Healthy_Cecum	Healthy Ileum vs Healthy Cecum	1.03936554508732e-06	host/db/dge/Healthy_Ileum_vs_Healthy_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_Healthy_Cecum.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_Healthy_Colon	Healthy Ileum vs Healthy Colon	7.96468127596585e-17	host/db/dge/Healthy_Ileum_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_Healthy_Ileum_No	Healthy Ileum vs Healthy Ileum No	5.21706732118212e-11	host/db/dge/Healthy_Ileum_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
Healthy_Ileum_vs_Healthy_Rectum	Healthy Ileum vs Healthy Rectum	2.60659752637905e-15	host/db/dge/Healthy_Ileum_vs_Healthy_Rectum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_Healthy_Rectum.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_Healthy_Sigmoid	Healthy Ileum vs Healthy Sigmoid	0.1	host/db/dge/Healthy_Ileum_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	4759	68391
Healthy_Ileum_vs_UC_Cecum	Healthy Ileum vs UC Cecum	1.61834565086961e-06	host/db/dge/Healthy_Ileum_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_UC_Cecum.sqlite.gz	host_dge_plot	4997	68391
Healthy_Ileum_vs_UC_Colon	Healthy Ileum vs UC Colon	6.03224453160943e-12	host/db/dge/Healthy_Ileum_vs_UC_Colon.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_UC_Colon.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_UC_Ileum_No	Healthy Ileum vs UC Ileum No	2.10761823571035e-14	host/db/dge/Healthy_Ileum_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
Healthy_Ileum_vs_UC_Ileum	Healthy Ileum vs UC Ileum	0.1	host/db/dge/Healthy_Ileum_vs_UC_Ileum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_UC_Ileum.sqlite.gz	host_dge_plot	4349	68391
Healthy_Ileum_vs_UC_Sigmoid	Healthy Ileum vs UC Sigmoid	2.34744375740114e-08	host/db/dge/Healthy_Ileum_vs_UC_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_UC_Sigmoid.sqlite.gz	host_dge_plot	4999	68391
Healthy_Ileum_vs_UC_Transverse	Healthy Ileum vs UC Transverse	4.59117490670378e-06	host/db/dge/Healthy_Ileum_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Ileum_vs_UC_Transverse.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_CD_Cecum	Healthy Rectum vs CD Cecum	0.00102220866609637	host/db/dge/Healthy_Rectum_vs_CD_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_CD_Cecum.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_CD_Ileum_No	Healthy Rectum vs CD Ileum No	1.04988820326323e-44	host/db/dge/Healthy_Rectum_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4993	68391
Healthy_Rectum_vs_CD_Transverse	Healthy Rectum vs CD Transverse	0.0119060437112326	host/db/dge/Healthy_Rectum_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_CD_Transverse.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_Healthy_Cecum	Healthy Rectum vs Healthy Cecum	0.00201275640367582	host/db/dge/Healthy_Rectum_vs_Healthy_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_Healthy_Cecum.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_Healthy_Colon	Healthy Rectum vs Healthy Colon	2.06123139597844e-22	host/db/dge/Healthy_Rectum_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_Healthy_Ileum_No	Healthy Rectum vs Healthy Ileum No	8.00263195184233e-20	host/db/dge/Healthy_Rectum_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
Healthy_Rectum_vs_Healthy_Sigmoid	Healthy Rectum vs Healthy Sigmoid	0.1	host/db/dge/Healthy_Rectum_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	3616	68391
Healthy_Rectum_vs_UC_Cecum	Healthy Rectum vs UC Cecum	0.000150475949939193	host/db/dge/Healthy_Rectum_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_UC_Cecum.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_UC_Colon	Healthy Rectum vs UC Colon	1.98983169436057e-11	host/db/dge/Healthy_Rectum_vs_UC_Colon.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_UC_Colon.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_UC_Ileum_No	Healthy Rectum vs UC Ileum No	2.29350451243174e-25	host/db/dge/Healthy_Rectum_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4997	68391
Healthy_Rectum_vs_UC_Ileum	Healthy Rectum vs UC Ileum	1.12277949791624e-19	host/db/dge/Healthy_Rectum_vs_UC_Ileum.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_UC_Ileum.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_UC_Sigmoid	Healthy Rectum vs UC Sigmoid	3.13963526902116e-05	host/db/dge/Healthy_Rectum_vs_UC_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_UC_Sigmoid.sqlite.gz	host_dge_plot	4999	68391
Healthy_Rectum_vs_UC_Transverse	Healthy Rectum vs UC Transverse	0.0224640976755015	host/db/dge/Healthy_Rectum_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Rectum_vs_UC_Transverse.sqlite.gz	host_dge_plot	4998	68391
Healthy_Sigmoid_vs_CD_Ileum_No	Healthy Sigmoid vs CD Ileum No	0.00241718021252151	host/db/dge/Healthy_Sigmoid_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Sigmoid_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
Healthy_Sigmoid_vs_Healthy_Ileum_No	Healthy Sigmoid vs Healthy Ileum No	0.00551383213152185	host/db/dge/Healthy_Sigmoid_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Sigmoid_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4999	68391
Healthy_Sigmoid_vs_UC_Ileum_No	Healthy Sigmoid vs UC Ileum No	0.00265818663187255	host/db/dge/Healthy_Sigmoid_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/Healthy_Sigmoid_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4999	68391
UC_Cecum_vs_CD_Ileum_No	UC Cecum vs CD Ileum No	2.50972601301122e-21	host/db/dge/UC_Cecum_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4997	68391
UC_Cecum_vs_CD_Transverse	UC Cecum vs CD Transverse	0.1	host/db/dge/UC_Cecum_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_CD_Transverse.sqlite.gz	host_dge_plot	3886	68391
UC_Cecum_vs_Healthy_Colon	UC Cecum vs Healthy Colon	7.79366653749883e-13	host/db/dge/UC_Cecum_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Cecum_vs_Healthy_Ileum_No	UC Cecum vs Healthy Ileum No	6.49902273049539e-13	host/db/dge/UC_Cecum_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4999	68391
UC_Cecum_vs_Healthy_Sigmoid	UC Cecum vs Healthy Sigmoid	0.1	host/db/dge/UC_Cecum_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	3875	68391
UC_Cecum_vs_UC_Ileum_No	UC Cecum vs UC Ileum No	3.06189264650323e-15	host/db/dge/UC_Cecum_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4999	68391
UC_Cecum_vs_UC_Transverse	UC Cecum vs UC Transverse	0.1	host/db/dge/UC_Cecum_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Cecum_vs_UC_Transverse.sqlite.gz	host_dge_plot	3992	68391
UC_Colon_vs_CD_Cecum	UC Colon vs CD Cecum	0.00122546356289747	host/db/dge/UC_Colon_vs_CD_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_CD_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_CD_Ileum_No	UC Colon vs CD Ileum No	4.10276746105741e-31	host/db/dge/UC_Colon_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4993	68391
UC_Colon_vs_CD_Transverse	UC Colon vs CD Transverse	0.0181813159738633	host/db/dge/UC_Colon_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_CD_Transverse.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_Healthy_Cecum	UC Colon vs Healthy Cecum	0.00019680997137569	host/db/dge/UC_Colon_vs_Healthy_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_Healthy_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_Healthy_Colon	UC Colon vs Healthy Colon	4.67023206683607e-12	host/db/dge/UC_Colon_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_Healthy_Ileum_No	UC Colon vs Healthy Ileum No	1.84895574384044e-14	host/db/dge/UC_Colon_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
UC_Colon_vs_Healthy_Sigmoid	UC Colon vs Healthy Sigmoid	0.1	host/db/dge/UC_Colon_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	3758	68391
UC_Colon_vs_UC_Cecum	UC Colon vs UC Cecum	0.000322976708055202	host/db/dge/UC_Colon_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_UC_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_UC_Ileum_No	UC Colon vs UC Ileum No	1.77604940920012e-18	host/db/dge/UC_Colon_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4997	68391
UC_Colon_vs_UC_Ileum	UC Colon vs UC Ileum	2.10914387309474e-16	host/db/dge/UC_Colon_vs_UC_Ileum.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_UC_Ileum.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_UC_Sigmoid	UC Colon vs UC Sigmoid	0.0193999442828509	host/db/dge/UC_Colon_vs_UC_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_UC_Sigmoid.sqlite.gz	host_dge_plot	4999	68391
UC_Colon_vs_UC_Transverse	UC Colon vs UC Transverse	0.00252121631387658	host/db/dge/UC_Colon_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Colon_vs_UC_Transverse.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_CD_Cecum	UC Ileum vs CD Cecum	2.50023494328941e-08	host/db/dge/UC_Ileum_vs_CD_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_CD_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_CD_Ileum_No	UC Ileum vs CD Ileum No	9.22291429431375e-35	host/db/dge/UC_Ileum_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4995	68391
UC_Ileum_vs_CD_Transverse	UC Ileum vs CD Transverse	5.61401220816137e-06	host/db/dge/UC_Ileum_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_CD_Transverse.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_Healthy_Cecum	UC Ileum vs Healthy Cecum	3.663310378114e-07	host/db/dge/UC_Ileum_vs_Healthy_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_Healthy_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_Healthy_Colon	UC Ileum vs Healthy Colon	2.73508106137736e-23	host/db/dge/UC_Ileum_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_Healthy_Ileum_No	UC Ileum vs Healthy Ileum No	2.41545787979607e-13	host/db/dge/UC_Ileum_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
UC_Ileum_vs_Healthy_Ileum	UC Ileum vs Healthy Ileum	0.1	host/db/dge/UC_Ileum_vs_Healthy_Ileum.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_Healthy_Ileum.sqlite.gz	host_dge_plot	4612	68391
UC_Ileum_vs_Healthy_Sigmoid	UC Ileum vs Healthy Sigmoid	0.1	host/db/dge/UC_Ileum_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	4558	68391
UC_Ileum_vs_UC_Cecum	UC Ileum vs UC Cecum	5.09971937909618e-07	host/db/dge/UC_Ileum_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_UC_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_UC_Ileum_No	UC Ileum vs UC Ileum No	1.50368866706815e-17	host/db/dge/UC_Ileum_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
UC_Ileum_vs_UC_Sigmoid	UC Ileum vs UC Sigmoid	9.49103863730416e-09	host/db/dge/UC_Ileum_vs_UC_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_UC_Sigmoid.sqlite.gz	host_dge_plot	4999	68391
UC_Ileum_vs_UC_Transverse	UC Ileum vs UC Transverse	2.92207227206829e-06	host/db/dge/UC_Ileum_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Ileum_vs_UC_Transverse.sqlite.gz	host_dge_plot	4998	68391
UC_Rectum_vs_CD_Cecum	UC Rectum vs CD Cecum	0.0425076269935865	host/db/dge/UC_Rectum_vs_CD_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_CD_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_CD_Colon	UC Rectum vs CD Colon	1.96193029928358e-08	host/db/dge/UC_Rectum_vs_CD_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_CD_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_CD_Ileum_No	UC Rectum vs CD Ileum No	3.25266096425964e-38	host/db/dge/UC_Rectum_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4993	68391
UC_Rectum_vs_CD_Transverse	UC Rectum vs CD Transverse	0.1	host/db/dge/UC_Rectum_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_CD_Transverse.sqlite.gz	host_dge_plot	4821	68391
UC_Rectum_vs_Healthy_Cecum	UC Rectum vs Healthy Cecum	0.00124217985169259	host/db/dge/UC_Rectum_vs_Healthy_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_Healthy_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_Healthy_Colon	UC Rectum vs Healthy Colon	4.97369859675574e-20	host/db/dge/UC_Rectum_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_Healthy_Ileum_No	UC Rectum vs Healthy Ileum No	1.50904675950109e-17	host/db/dge/UC_Rectum_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
UC_Rectum_vs_Healthy_Ileum	UC Rectum vs Healthy Ileum	6.17876079645256e-13	host/db/dge/UC_Rectum_vs_Healthy_Ileum.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_Healthy_Ileum.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_Healthy_Rectum	UC Rectum vs Healthy Rectum	0.000310934998827462	host/db/dge/UC_Rectum_vs_Healthy_Rectum.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_Healthy_Rectum.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_Healthy_Sigmoid	UC Rectum vs Healthy Sigmoid	0.1	host/db/dge/UC_Rectum_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	3635	68391
UC_Rectum_vs_UC_Cecum	UC Rectum vs UC Cecum	0.00190928994796604	host/db/dge/UC_Rectum_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_UC_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_UC_Colon	UC Rectum vs UC Colon	4.30979849127118e-05	host/db/dge/UC_Rectum_vs_UC_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_UC_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_UC_Ileum_No	UC Rectum vs UC Ileum No	2.78958466538855e-22	host/db/dge/UC_Rectum_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4997	68391
UC_Rectum_vs_UC_Ileum	UC Rectum vs UC Ileum	1.49386731539115e-16	host/db/dge/UC_Rectum_vs_UC_Ileum.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_UC_Ileum.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_UC_Sigmoid	UC Rectum vs UC Sigmoid	0.0808714914780945	host/db/dge/UC_Rectum_vs_UC_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_UC_Sigmoid.sqlite.gz	host_dge_plot	4999	68391
UC_Rectum_vs_UC_Transverse	UC Rectum vs UC Transverse	0.0405660384475557	host/db/dge/UC_Rectum_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Rectum_vs_UC_Transverse.sqlite.gz	host_dge_plot	4999	68391
UC_Sigmoid_vs_CD_Ileum_No	UC Sigmoid vs CD Ileum No	2.30693896619719e-24	host/db/dge/UC_Sigmoid_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4997	68391
UC_Sigmoid_vs_CD_Transverse	UC Sigmoid vs CD Transverse	0.1	host/db/dge/UC_Sigmoid_vs_CD_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_CD_Transverse.sqlite.gz	host_dge_plot	4856	68391
UC_Sigmoid_vs_Healthy_Cecum	UC Sigmoid vs Healthy Cecum	0.00129361186601584	host/db/dge/UC_Sigmoid_vs_Healthy_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_Healthy_Cecum.sqlite.gz	host_dge_plot	4999	68391
UC_Sigmoid_vs_Healthy_Colon	UC Sigmoid vs Healthy Colon	4.73532340431699e-12	host/db/dge/UC_Sigmoid_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
UC_Sigmoid_vs_Healthy_Ileum_No	UC Sigmoid vs Healthy Ileum No	2.75503221885771e-13	host/db/dge/UC_Sigmoid_vs_Healthy_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_Healthy_Ileum_No.sqlite.gz	host_dge_plot	4999	68391
UC_Sigmoid_vs_Healthy_Sigmoid	UC Sigmoid vs Healthy Sigmoid	0.1	host/db/dge/UC_Sigmoid_vs_Healthy_Sigmoid.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_Healthy_Sigmoid.sqlite.gz	host_dge_plot	3659	68391
UC_Sigmoid_vs_UC_Cecum	UC Sigmoid vs UC Cecum	0.00332445714858198	host/db/dge/UC_Sigmoid_vs_UC_Cecum.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_UC_Cecum.sqlite.gz	host_dge_plot	4998	68391
UC_Sigmoid_vs_UC_Ileum_No	UC Sigmoid vs UC Ileum No	2.9681855897277e-16	host/db/dge/UC_Sigmoid_vs_UC_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_UC_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
UC_Sigmoid_vs_UC_Transverse	UC Sigmoid vs UC Transverse	0.0123003759629333	host/db/dge/UC_Sigmoid_vs_UC_Transverse.sqlite.gz	host_dge	host/db/dge_plot/UC_Sigmoid_vs_UC_Transverse.sqlite.gz	host_dge_plot	4999	68391
UC_Transverse_vs_CD_Ileum_No	UC Transverse vs CD Ileum No	1.57256469198575e-20	host/db/dge/UC_Transverse_vs_CD_Ileum_No.sqlite.gz	host_dge	host/db/dge_plot/UC_Transverse_vs_CD_Ileum_No.sqlite.gz	host_dge_plot	4998	68391
UC_Transverse_vs_Healthy_Colon	UC Transverse vs Healthy Colon	3.11950228579805e-11	host/db/dge/UC_Transverse_vs_Healthy_Colon.sqlite.gz	host_dge	host/db/dge_plot/UC_Transverse_vs_Healthy_Colon.sqlite.gz	host_dge_plot	4999	68391
